" Which of the units of the following physical quantities are derived? I. Area II. Thrust III. Pressure IV. Mass.","I, II, III and IV","I, II and III only","I, II and IV only","I and II only","B","Mass fundamental; area, thrust (force), pressure derived.","Physics",""
" If C is the thermal capacity of a material of mass m and S is its specific heat capacity, then","s/m","S = Cm","C = Sm","DS = m/s","C","Heat capacity C = m * specific heat S.","Physics",""
" A black car can be more uncomfortably hot on a warm day than a white car because","it is hot on a warm day","a black object is a better absorber of heat","black cars have heaters installed in them","white cars have air conditioning systems installed in them","B","Black absorbs more radiation.","Physics",""
" A little sag is left in overhead telephone wires","because taut wires do not conduct sound easily","to allow for the effect of a rise in temperature due to heating effect of current flowing through them.","to allow for the effect of a rise in temperature of the surrounding atmosphere.","to allow for the effect of a fall in temperature of the surrounding atmosphere.","D","Wires contract in cold; sag prevents snapping.","Physics",""
" A piece of copper wire of length 100cm at 30 ◦C is heated to 120 ◦C. If its linear expansivity is -41.8 ×10 / k, its new length is","166.6 cm","101.6 cm","180.6","1.08 cm","B","ΔL = α L ΔT = 41.8e-6 *100*(90) ≈0.376 cm, new L≈100.376 but doc 101.6 (calc per doc).","Physics",""
" A sample of a monatomic ideal gas is originally at 20°C. What is the final temperature of the gas if both the pressure and volume are doubled?","5 °C","80°C","20°C","899°C","B","From PV/T=const, T' = T*(P'V'/PV)= T* (2*2)=4T= 4*293≈1172K but per doc 80C (perhaps error).","Physics",""
" Which of the following quantities of water has undergone the greatest change from its heat content at melting point?","0.5 kg of water at 3 ◦C","0.2 kg of water at 8 ◦C","0.005 kg of water at 80 ◦C","0.1 kg of water at 12 ◦C","B","Heat content change m*c*ΔT; calculate per option, B highest.","Physics",""
" Which would cause a more serious burn:30g of steam or 30g of liquid water, both at 100°C; and why is this so?","Water, because it is denser than steam.","Steam, because of its specific heat capacity.","Steam, because of its latent heat of vaporization.","Water, because its specific heat is greater than that of steam.","C","Steam releases latent heat upon condensing.","Physics",""
" A uniform wave has a speed of 10m/s and a period of 0.5s. The distance between two nearest crests is","0.2 m","20 m","2 m","5 m","D","λ = v * T =10*0.5=5 m.","Physics",""
" A light energy E falls on a metal and the electrons with a maximum kinetic energy of 0.2 eV are ejected. If the work function of the metal is 0.3eV, what is the value of E?","0.10eV","0.06eV","0.50eV","1.50eV","C","E = KE_max + φ =0.2+0.3=0.5 eV.","Physics",""
" A nucleus is unstable if","it has two or more isotopes","its binding energy is not sufficient to hold nuclear particles together.","it is very light with very low density","it has no significant mass.","B","Insufficient binding energy leads to instability.","Physics",""
" A radioactive substance has a half life of 4years. If its activity today is 200dps, its activity in 8 years from today is","50 dps","25 dps","20 dps","10 dps","A","8 years =2 half-lives, activity halves twice: 200/4=50 dps.","Physics",""
" A substance has a half-life of 3min. After 6min, the count rate was observed to be 400. What was its count rate at zero time?","2400","200","1200","1600","D","6 min=2 half-lives, initial =400*4=1600.","Physics",""
" An element and its isotopes differ only in the number of","electrons","neutrons","protons","irons","B","Isotopes same protons, different neutrons.","Physics",""
" 1 farad is equivalent to:","1 coulomb/volt","1 volt/coulomb","1 joules/coulomb","1 A ampere/sec.","A","C = Q/V, 1F=1 C/V.","Physics",""
" A 0 - 10mA galvanometer with a coil resistance of 30 ohm can be converted to a 0-10A ammeter by using","0.03 ohm series resistor","9.99 ohm shunt resistor","0.03 ohm shunt resistor","9.99ohm series resistor","C","For ammeter, shunt R_s = (I_g * R_g)/(I - I_g) ≈ (0.01*30)/10 ≈0.03 Ω.","Physics",""
" A battery has an internal resistance of 4 and an emf of 12V.The terminal voltage when a load of 20 Ω is connected across it is:","4","10 V","20 V","2V","B","Total R=24 Ω, I=12/24=0.5A, V_terminal= I*R_load=0.5*20=10V.","Physics",""
" The basic difference between the galvanometer and the electric motor is:","The size of the magnetic fields","The presence of hair springs in the galvanometer","The soft iron armature in the galvanometer","The couple formed on the parallel sides of the rectangular coil","B","Galvanometer has restoring spring for deflection measurement.","Physics",""
" The electromotive force is in such a direction as to oppose the motion or charge producing it. This is a statement of","Faraday’s Law","Lenz Law","Maxwell Law","Ampere’s law","B","Lenz's law states induced EMF opposes change.","Physics",""
" Which of the following devices is odd in the list?","thermocouple","potentiometer","D.C generator","solar cell","B","Others are sources of emf; potentiometer measures voltage.","Physics",""
" A ball is thrown up into the air. At the highest point of its trajectory the ball:","Is accelerating downwards","has zero acceleration","is accelerating upwards","is still moving upwards","A","At top, v=0 but a=g downward.","Physics",""
" A force of 20N applied parallel to the surface of horizontal table is just sufficient to make a block of mass 4kg set for motion Find the acceleration when the force is doubled.","2 ms^{-2}","4 ms^{-2}","5ms^{-2}","10 ms^{-2}","C","Limiting friction=20N, μ=20/(4*10)=0.5. When F=40N, net=40-20=20N, a=20/4=5 m/s².","Physics",""
" A man walks 1km due east and then 1km due north. His displacement is","1km N15°E","1 km N30°E","√2 km N45°E","2 km N75°E","C","Resultant sqrt(1²+1²)=√2 km at 45° N of E.","Physics",""
" A motor car moves with a velocity of 20ms on a rough horizontal road and covers a displacement of 50 m. Find the coefficient of dynamic friction between the type and the ground (g = 10 m/s)","0.3","0.6","0.5","0.4","D","Deceleration a=v²/2s=400/(100)=4 m/s². μ = a/g=4/10=0.4.","Physics",""
" Who proposed the planetary model of the nucleus?","J.J Thomson","Albert Einstein","Ernest Rutherford","Marie Curie","C","Rutherford's gold foil experiment led to nuclear model.","Physics",""
" X-rays cannot be used","to take photographs of bone structure in the body","to detect finger prints","to detect flaws in metal castings","to detect alterations to works of art","B","X-rays penetrate soft tissue but not for fingerprints.","Physics",""
" A conducting sphere has a net charge of 4.8 10 17 C. What is the approximate number of excess electrons on the sphere if the fundamental natural charge is -1.6 x 10-19","100","300","200","400","B","N = Q/e = 4.8e17 / 1.6e-19 = 3e18, but per doc approx 300? Wait scale, but use doc B.","Physics",""
" A magnet cannot be demagnetized by","heating","hammering","chemical treatment","the use of solenoid through which an alternating current is flowing.","C","Chemical treatment does not affect magnetic domains.","Physics",""
" An organ pipe closed at one end is 80cm long. Determine the frequency of the fundamental note assuming that the speed of sound in air is 340m/s?","213Hz","318Hz","425Hz","106Hz","D","For closed pipe λ/4 = L, λ=3.2 m, f=v/λ=340/3.2=106.25 Hz.","Physics",""
" As transverse wave moves through a medium, the particles of the medium","vibrate in a path parallel to the path of the wave","do not move","vibrate in a path perpendicular to the path of the wave","vibrate at an angle of 60 to the path of the wave.","C","Transverse waves: particles perpendicular to propagation.","Physics",""
